Variable,coef,t_stat,p_value,std_err
const,0.018561244256732508,58.342687679958445,0.0,0.00031814174140469987
abs_rm,0.28096970325128695,9.09090877589888,9.82146525720284e-20,0.030906668428592337
sq_rm,1.3375657140791268,13.768473769276495,3.944585811252541e-43,0.0971469849522336
