Portfolio,Mean Return,Std Dev,t-stat,p-value,Sharpe Ratio,Obs
Loser (Q1),0.00795287686618425,0.03662752251635834,6.517471036383872,1.1892941419497061e-10,1.5657354556630065,901
Q2,0.002358737312601122,0.03490919797262931,2.028159478429481,0.04283807300972322,0.48723825351711036,901
Q3,0.0016478974798031511,0.03367629529567017,1.4663716271034037,0.14289754237537705,0.35286416204469295,898
Q4,0.0008959077510871517,0.03542879636412592,0.7573613135893734,0.44903254723458286,0.182351175661231,897
Winner (Q5),-0.002484949938371379,0.042878311730223904,-1.567961905666181,0.1173227714856066,-0.41790891750262954,732
spread,0.010118998301666637,0.029547393315092426,10.279707213473266,1.635427370696185e-23,2.469562498723448,901
