Variable,coef,t_stat,p_value
const,0.01616203487812893,72.38782387739097,0.0
abs_rm,0.6845131410441752,15.515993277687178,2.704175816865458e-54
sq_rm,-2.9468648815299883,-2.514741450219331,0.011911970510832393
foreign_net_val_trillions,-0.3306848202736308,-1.0265392712527186,0.3046374625243258
