Variable,coef,t_stat,p_value,std_err
const,0.017150412191867023,19.868380916869597,7.642843702053709e-88,0.00086320129776177
abs_rm,0.43667918527623945,4.841078839018505,1.2913612285583959e-06,0.09020286588944978
sq_rm,0.492568266300466,6.101058690820013,1.0536820624689502e-09,0.08073488410160866
