Variable,coef,t_stat,p_value,std_err
const,0.016251828760615736,64.09422881000744,0.0,0.0002535614994103531
abs_rm,0.5699365166498898,16.37704969425706,2.789495108507181e-60,0.034800927351997316
sq_rm,-2.6936213880540736,-4.3250385904159305,1.5250516251765081e-05,0.6227970760822814
