Variable,coef,t_stat,p_value
const,0.01893393273018497,75.06463129007984,0.0
abs_rm,0.24185593449163348,8.632853581820271,5.9840015074933735e-18
sq_rm,0.6224932682897875,26.973786788354733,3.001167624544559e-160
D_down,-0.00037268847345250163,-1.1700467507553978,0.24198215558633707
abs_rm_down,0.03911376875965364,1.1405223833960212,0.2540687328631652
sq_rm_down,0.715072445789342,7.8659318637287985,3.663599179366761e-15
