Size Quantile,Mean Loser,Mean Winner,Mean Spread (L-W),t-stat,p-value,Obs
S1 (Small),0.011375702897101584,-0.007251114295481334,0.01862681719258292,11.5884383441401,5.648418123154452e-29,869
S2,0.010947368734424982,-0.0033239395166241447,0.014271308251049126,9.34882043870889,7.313875514132672e-20,869
S3,0.011517372647236594,-0.003998612968897995,0.015515985616134589,10.126399629249413,7.403504453777963e-23,869
S4,0.009540724033650912,-0.0006533441906708304,0.010194068224321742,5.9821732044785,3.216395289834426e-09,869
S5 (Large),0.00605528530473814,0.0050143287737639325,0.0010409565309742067,0.6338386957882938,0.5263530837983345,869
