Variable,coef,t_stat,p_value,std_err
const,0.01739206355801397,61.7012440675121,0.0,0.0002818754114420119
abs_rm,0.5242398173653335,9.307093760767822,1.3137789865614675e-20,0.05632690836049819
sq_rm,-5.548090276724094,-2.8117703521141593,0.004926966623136852,1.9731662198345985
