Variable,coef,t_stat,p_value,std_err
const,0.018933932730184996,66.8202108454797,0.0,0.0002833563751238275
abs_rm,0.2418559344916327,7.745188212807029,9.54403680846345e-15,0.031226605196205907
sq_rm,0.6224932682897868,24.199488858920994,2.2524606458090415e-129,0.0257234056437646
