Variable,coef,t_stat,p_value,std_err
const,0.02059137227191838,37.470023713175664,2.8355656252282856e-307,0.0005495425471182126
abs_rm,0.04880202002769032,1.262989722951008,0.2065928731027099,0.03864007690708927
sq_rm,2.0632171314562244,23.83717685773172,1.3755399578244235e-125,0.0865545925916562
