Variable,coef,t_stat,p_value,std_err
const,0.0172812215410874,11.613831033295087,3.505498998808961e-31,0.001487986306288146
abs_rm,0.43220688061987833,3.7810564386522874,0.00015616426290861752,0.11430849754095004
sq_rm,0.4964528368588802,4.902808796745884,9.447593346959322e-07,0.10125886148943608
