,coef,t_stat,p_value,std_err
const,-0.09290346712953557,-6.209246596421615,5.341480591170011e-10,0.014962115884248466
lag_return,-0.07931333425476922,-4.278683941187638,1.8814864485516836e-05,0.018536852767104397
interact,2.397823904908365,3.16517237665135,0.0015503025174832263,0.7575650295056552
ln_market_cap,0.005326064246986577,6.837965789891769,8.071321389024888e-12,0.000778896006595973
ln_bm,-5.823046376461368e-05,-0.15983753388407437,0.8730093285193363,0.0003643103240497103
momentum_12_1,-0.0013398734419551547,-2.5794252289591304,0.009897680044737012,0.0005194465134761168
lag_amihud,1.307646644006303e-06,0.3211230074842925,0.7481177411151791,4.072105123362316e-06
beta,-0.0016400682067196392,-2.0016590224634667,0.0453236892538349,0.0008193544396493599
