Portfolio,Mean Return,Std Dev,t-stat,p-value,Sharpe Ratio,Obs
Loser (Q1),0.015575438928895572,0.07907842328120275,2.271475794961354,0.0247364504773173,0.6822961423775871,133
Q2,0.00676606961574185,0.07453927868516519,1.046832257299166,0.2970900366713182,0.3144429768769755,133
Q3,0.006729620760736676,0.0764577143086569,1.015067915165291,0.31193041260898996,0.30490174022757804,133
Q4,0.011439660606336556,0.07287529463565313,1.810333703128823,0.0725186734257181,0.5437802616258752,133
Winner (Q5),0.0055472528711796604,0.08229075894052414,0.7774146427739733,0.43830524060227016,0.23351647108419066,133
spread,0.010028186057715908,0.06057890140387384,1.9090917917210388,0.05842068431469766,0.5734447920710255,133
