Variable,coef,t_stat,p_value,std_err
const,0.017075347889149793,14.840528861566026,8.012180319005036e-50,0.0011505889074729335
abs_rm,0.5246951371276316,4.010921728563607,6.048216060150759e-05,0.13081659843697213
sq_rm,0.40597202324421683,3.670521809840958,0.0002420558139689058,0.11060335403968281
