Variable,coef,std_err,t_stat,p_value
lag_return,-0.040535390644631776,0.0061796248537345074,-6.559522884327709,5.398020956927319e-11
ln_market_cap,0.0006196173522425263,0.00020386044103696415,3.039419266880605,0.002370347235960256
ln_bm,-0.003335394420696343,0.0071776567886820105,-0.46469126609058736,0.6421525638014298
momentum_12_1,-0.001176208800102972,0.0005293202829449222,-2.2221117119469254,0.02627575696963039
lag_amihud,5.7206665183630787e-05,1.8631997917221478e-05,3.0703451899141156,0.0021381149775141664
beta,-0.002066470294207345,0.0014357162924032755,-1.4393305314856024,0.1500568963663396
const,,,,
